alpha,beta,gamma,conf_no,rmsd1,rmsd2
81.8,30.0,4.4,6020,0.44,0.49
17.4,14.1,62.6,6021,0.44,0.48
46.7,22.4,10.0,6022,0.44,0.49
14.4,22.8,54.1,6023,0.44,0.66
22.9,27.2,74.2,6024,0.44,0.48
37.5,42.7,48.4,6025,0.45,0.48
79.1,17.1,-22.5,6026,0.44,0.48
59.2,21.0,24.6,6027,0.44,0.51
35.7,15.7,44.9,6028,0.44,0.7
62.2,27.6,33.7,6029,0.44,0.51
92.4,41.8,-4.4,6030,0.47,0.48
71.4,36.9,26.3,6031,0.44,0.48
39.1,27.2,49.5,6032,0.44,0.55
50.5,37.7,35.0,6033,0.44,0.48
-0.8,29.7,93.0,6034,0.44,0.48
29.8,12.1,43.9,6035,0.44,0.48
10.5,26.3,64.9,6036,0.45,0.63
0.1,19.6,70.5,6037,0.44,0.68
54.5,26.5,37.9,6038,0.45,0.48
-5.4,26.7,82.5,6039,0.44,0.5
14.0,31.6,88.5,6040,0.45,0.48
36.3,18.4,28.3,6041,0.44,0.48
67.3,53.4,-13.6,6042,0.63,0.48
44.2,35.8,28.9,6043,0.45,0.48
55.5,29.9,32.8,6044,0.44,0.48
57.9,21.8,27.7,6045,0.44,0.51
-17.0,19.6,98.8,6046,0.44,0.51
44.3,24.5,28.3,6047,0.44,0.48
74.4,18.7,5.8,6048,0.44,0.58
-31.5,48.6,138.4,6049,0.44,0.49
19.4,23.3,46.9,6050,0.45,0.49
-46.1,15.1,100.7,6051,0.44,0.66
16.9,29.0,78.1,6052,0.45,0.48
75.1,20.5,5.8,6053,0.44,0.78
58.8,20.4,16.1,6054,0.44,0.48
-3.1,21.7,81.7,6055,0.44,0.51
45.4,27.0,51.1,6056,0.44,0.48
74.1,41.6,6.0,6057,0.7,0.48
-54.2,59.7,75.3,6058,0.44,0.72
-10.7,42.5,88.0,6059,0.44,0.52
21.8,25.2,72.9,6060,0.7,0.49
8.3,26.2,83.2,6061,0.44,0.48
10.0,20.9,72.3,6062,0.44,0.49
60.6,19.9,18.7,6063,0.44,0.64
71.3,27.8,12.9,6064,0.44,0.62
91.0,39.5,-21.7,6065,0.44,0.48
4.4,85.8,18.2,6066,0.44,0.49
28.6,29.1,49.3,6067,0.44,0.48
40.9,120.0,-62.1,6068,0.82,0.48
14.6,36.5,93.1,6069,0.45,0.5
60.4,29.7,44.6,6070,0.44,0.48
-60.1,48.7,66.0,6071,0.44,0.5
34.5,27.9,57.4,6072,0.45,0.49
26.5,26.5,76.6,6073,0.44,0.48
41.8,46.4,34.5,6074,0.44,0.48
23.7,13.2,45.6,6075,0.44,0.69
56.1,21.8,24.6,6076,0.44,0.56
31.3,15.9,47.8,6077,0.44,0.48
-6.3,23.1,85.9,6078,0.44,0.5
68.7,28.1,17.8,6079,0.69,0.48
15.6,20.6,49.1,6080,0.45,0.59
92.2,48.9,2.4,6081,0.47,0.48
1.1,18.9,85.0,6082,0.44,0.48
74.8,23.8,11.5,6083,0.44,0.5
24.6,33.1,86.3,6084,0.45,0.49
72.7,21.6,2.9,6085,0.44,0.59
42.5,20.5,16.4,6086,0.44,0.5
62.6,10.3,1.7,6087,0.44,0.69
34.6,25.8,38.9,6088,0.44,0.7
0.2,13.7,59.8,6089,0.44,0.71
76.5,39.2,1.6,6090,0.44,0.49
-47.4,35.4,61.0,6091,0.45,0.49
13.7,24.1,60.4,6092,0.45,0.48
-4.1,30.4,99.7,6093,0.45,0.5
107.3,19.1,-61.6,6094,0.47,0.66
38.2,13.4,15.5,6095,0.44,0.65
67.9,78.4,-8.6,6096,0.45,0.49
62.3,19.1,16.9,6097,0.44,0.52
40.7,16.0,23.0,6098,0.44,0.63
-43.2,44.2,100.9,6099,0.44,0.49
36.5,26.4,65.3,6100,0.45,0.48
73.3,22.9,12.1,6101,0.44,0.51
-5.5,22.1,84.0,6102,0.7,0.49
36.7,33.3,57.7,6103,0.44,0.48
-38.4,143.8,-32.6,6104,0.44,0.64
78.3,21.3,-15.2,6105,0.44,0.58
51.2,29.3,49.9,6106,0.44,0.49
45.9,35.4,52.9,6107,0.45,0.48
8.6,14.7,72.8,6108,0.44,0.64
-16.1,16.0,78.7,6109,0.44,0.73
50.5,22.8,9.3,6110,0.44,0.48
56.1,14.2,13.4,6111,0.44,0.51
23.6,37.4,72.7,6112,0.45,0.48
18.1,37.7,70.3,6113,0.45,0.48
74.3,31.8,13.3,6114,0.44,0.48
11.2,32.0,89.5,6115,0.45,0.48
19.5,12.8,40.0,6116,0.44,0.49
-11.3,30.8,99.7,6117,0.44,0.48
71.9,9.4,-9.8,6118,0.44,0.8
69.3,19.5,-0.6,6119,0.44,0.49
-7.8,18.1,88.1,6120,0.44,0.49
94.5,12.0,-43.9,6121,0.44,0.6
37.3,36.3,53.1,6122,0.44,0.48
30.7,22.2,53.9,6123,0.44,0.48
85.4,37.3,3.8,6124,0.44,0.48
69.8,38.6,17.6,6125,0.44,0.58
31.5,18.7,36.3,6126,0.44,0.65
30.9,31.0,71.8,6127,0.45,0.63
17.7,31.2,80.6,6128,0.45,0.53
33.7,14.8,44.8,6129,0.44,0.48
20.8,26.8,71.1,6130,0.44,0.49
49.9,42.3,15.8,6131,0.45,0.5
31.1,4.9,17.9,6132,0.44,0.78
57.6,14.7,12.2,6133,0.44,0.49
6.8,34.3,89.6,6134,0.49,0.48
84.0,14.6,-40.7,6135,0.44,0.73
25.9,31.4,70.3,6136,0.45,0.48
0.6,15.6,75.5,6137,0.44,0.49
68.6,14.7,-17.4,6138,0.44,0.72
13.6,34.9,70.7,6139,0.44,0.57
-31.4,34.1,127.7,6140,0.44,0.5
66.7,35.0,25.1,6141,0.44,0.48
-41.2,46.4,136.4,6142,0.44,0.48
-3.1,19.0,89.3,6143,0.44,0.48
2.3,12.5,21.3,6144,0.44,0.72
15.4,19.8,66.5,6145,0.44,0.5
33.3,23.6,34.1,6146,0.44,0.48
2.1,26.1,92.2,6147,0.45,0.55
-7.7,24.1,93.0,6148,0.44,0.5
62.3,58.9,4.6,6149,0.48,0.48
31.6,29.7,71.6,6150,0.45,0.48
8.2,14.1,69.6,6151,0.44,0.75
-45.1,34.6,122.7,6152,0.44,0.5
0.7,4.8,54.9,6153,0.44,0.65
42.7,47.8,43.2,6154,0.44,0.48
54.3,18.6,21.3,6155,0.44,0.51
27.6,37.6,57.1,6156,0.45,0.49
72.3,51.3,-2.0,6157,0.57,0.48
-6.8,25.9,97.5,6158,0.44,0.48
72.4,29.0,22.3,6159,0.44,0.62
87.9,15.4,-30.3,6160,0.44,0.82
29.0,20.6,59.6,6161,0.44,0.64
46.5,14.2,-3.1,6162,0.44,0.71
62.8,20.0,17.9,6163,0.44,0.52
40.2,42.4,49.8,6164,0.44,0.48
18.5,21.7,66.6,6165,0.44,0.48
8.0,34.7,91.4,6166,0.45,0.49
23.2,17.2,53.1,6167,0.44,0.5
76.7,23.2,3.1,6168,0.44,0.49
50.3,30.3,49.4,6169,0.44,0.49
45.1,18.5,27.5,6170,0.44,0.5
18.9,19.2,66.0,6171,0.44,0.5
32.1,33.4,65.3,6172,0.63,0.48
70.3,14.5,-15.1,6173,0.44,0.61
102.1,27.4,-39.7,6174,0.51,0.67
60.4,25.9,5.8,6175,0.44,0.5
50.6,21.1,32.3,6176,0.44,0.65
24.3,20.2,52.2,6177,0.44,0.72
14.1,8.5,39.4,6178,0.44,0.74
3.8,38.6,87.5,6179,0.45,0.5
1.8,24.7,85.6,6180,0.45,0.49
57.8,17.9,-8.3,6181,0.44,0.59
31.1,32.1,69.1,6182,0.45,0.48
80.4,41.3,12.2,6183,0.45,0.49
19.7,28.0,65.9,6184,0.44,0.48
67.3,23.0,-18.4,6185,0.44,0.51
-51.1,37.9,127.1,6186,0.45,0.48
88.4,26.0,-7.8,6187,0.44,0.62
19.9,30.8,80.7,6188,0.45,0.48
29.3,11.6,32.7,6189,0.44,0.63
88.1,-9.9,-53.8,6190,0.44,0.71
51.0,25.6,15.1,6191,0.44,0.62
43.8,28.0,51.5,6192,0.44,0.48
-11.4,46.9,110.4,6193,0.44,0.53
10.4,34.0,66.6,6194,0.45,0.51
68.6,32.0,11.9,6195,0.44,0.48
54.6,16.9,6.1,6196,0.44,0.67
77.6,22.8,2.4,6197,0.44,0.52
43.4,17.3,19.5,6198,0.44,0.62
65.5,16.5,-17.4,6199,0.44,0.77
-47.9,22.4,124.5,6200,0.44,0.54
-9.0,33.6,109.0,6201,0.44,0.52
-20.7,21.1,85.2,6202,0.44,0.69
17.8,19.9,74.6,6203,0.44,0.48
46.6,30.3,46.9,6204,0.44,0.49
66.8,18.6,12.3,6205,0.44,0.62
32.8,22.5,62.7,6206,0.44,0.49
57.8,25.5,29.9,6207,0.44,0.56
92.1,41.6,-7.8,6208,0.44,0.48
50.7,11.2,8.9,6209,0.44,0.61
85.5,-52.5,-75.4,6210,0.44,0.63
27.5,32.0,77.4,6211,0.44,0.48
3.3,18.1,80.6,6212,0.44,0.49
9.5,20.0,68.4,6213,0.44,0.49
-13.2,19.3,78.7,6214,0.44,0.5
4.6,23.1,81.2,6215,0.44,0.48
69.8,17.8,-6.1,6216,0.44,0.49
72.1,34.6,9.9,6217,0.44,0.62
72.0,17.4,0.8,6218,0.44,0.7
74.8,32.4,9.0,6219,0.44,0.49
77.7,32.3,15.3,6220,0.44,0.48
-35.7,85.3,-6.1,6221,0.44,0.54
10.7,14.5,70.2,6222,0.44,0.72
-19.4,21.7,100.4,6223,0.44,0.68
24.8,20.9,27.5,6224,0.44,0.49
7.1,19.8,87.9,6225,0.44,0.49
-18.1,22.8,100.3,6226,0.69,0.48
57.8,21.1,6.1,6227,0.44,0.65
9.4,10.7,59.9,6228,0.44,0.68
-39.5,60.5,58.7,6229,0.44,0.49
49.0,28.6,52.6,6230,0.47,0.48
-28.2,39.1,133.1,6231,0.44,0.54
6.6,22.2,75.2,6232,0.45,0.5
91.1,31.2,-40.6,6233,0.45,0.49
31.1,26.7,58.6,6234,0.44,0.48
38.0,10.5,30.8,6235,0.44,0.65
40.5,94.4,4.5,6236,0.44,0.48
50.3,16.4,-5.0,6237,0.44,0.5
36.2,17.9,15.1,6238,0.44,0.66
29.8,13.3,43.0,6239,0.44,0.69
-6.5,22.2,78.9,6240,0.45,0.66
82.3,25.2,2.3,6241,0.44,0.48
66.3,24.0,15.7,6242,0.44,0.73
86.5,38.7,12.6,6243,0.46,0.6
-24.8,41.4,69.0,6244,0.44,0.7
-22.2,34.5,99.5,6245,0.44,0.69
-28.6,42.8,49.0,6246,0.45,0.48
54.9,26.6,36.8,6247,0.44,0.62
61.3,20.7,8.7,6248,0.44,0.75
1.3,14.9,84.6,6249,0.44,0.48
42.8,41.5,47.6,6250,0.45,0.48
47.7,7.3,16.5,6251,0.44,0.73
27.7,36.1,67.3,6252,0.45,0.58
29.6,36.3,71.5,6253,0.45,0.52
20.9,23.2,77.9,6254,0.44,0.49
48.6,27.7,18.0,6255,0.44,0.54
38.2,28.0,31.9,6256,0.44,0.49
45.8,30.0,52.6,6257,0.44,0.48
38.0,19.7,41.1,6258,0.44,0.5
13.2,31.1,95.7,6259,0.45,0.48
45.7,26.8,53.9,6260,0.44,0.5
34.1,38.5,62.0,6261,0.45,0.48
86.1,41.0,0.2,6262,0.47,0.48
18.2,32.1,81.5,6263,0.49,0.5
-9.6,29.2,108.1,6264,0.44,0.49
71.9,14.4,0.0,6265,0.44,0.54
-38.4,25.8,84.1,6266,0.44,0.49
8.8,11.8,61.2,6267,0.44,0.69
-11.7,68.1,38.7,6268,0.44,0.5
66.5,29.1,29.5,6269,0.44,0.48
67.0,19.5,-11.0,6270,0.44,0.55
-7.1,32.6,88.8,6271,0.44,0.48
38.2,9.5,20.4,6272,0.44,0.48
-6.0,23.4,97.2,6273,0.44,0.51
53.8,24.4,32.6,6274,0.44,0.72
15.9,48.2,79.9,6275,0.45,0.48
92.7,26.0,-24.2,6276,0.45,0.63
34.1,19.4,44.1,6277,0.44,0.66
41.0,19.9,39.1,6278,0.44,0.72
48.7,17.9,23.9,6279,0.44,0.55
20.3,26.3,58.9,6280,0.44,0.52
89.4,21.0,-37.6,6281,0.45,0.7
64.7,28.5,1.1,6282,0.44,0.49
49.6,38.8,16.9,6283,0.45,0.48
-28.4,29.9,121.7,6284,0.44,0.51
34.9,27.4,46.2,6285,0.44,0.48
-18.6,21.8,94.5,6286,0.44,0.66
48.0,47.0,24.0,6287,0.45,0.48
-15.0,26.2,102.2,6288,0.44,0.51
9.9,36.6,100.1,6289,0.46,0.48
78.8,35.0,1.3,6290,0.44,0.48
-54.2,53.7,91.2,6291,0.44,0.65
40.9,20.8,15.4,6292,0.44,0.48
33.8,28.8,55.4,6293,0.44,0.51
46.4,22.5,37.3,6294,0.44,0.5
21.4,24.5,62.0,6295,0.45,0.66
63.8,11.1,-16.8,6296,0.44,0.77
78.0,23.6,5.8,6297,0.44,0.51
12.1,20.6,73.6,6298,0.44,0.49
-3.2,22.5,90.2,6299,0.44,0.48
72.2,21.8,2.3,6300,0.44,0.51
-44.1,56.1,78.6,6301,0.44,0.48
-6.0,16.6,90.4,6302,0.44,0.49
27.5,25.7,59.3,6303,0.44,0.49
76.2,26.9,-8.1,6304,0.44,0.5
38.8,31.4,49.8,6305,0.44,0.51
20.7,28.8,76.1,6306,0.45,0.48
30.2,23.1,43.3,6307,0.44,0.48
46.9,26.0,22.1,6308,0.44,0.48
67.5,28.4,27.3,6309,0.44,0.48
51.7,101.5,-49.1,6310,0.63,0.48
-0.1,27.1,97.5,6311,0.44,0.5
69.1,21.1,15.7,6312,0.44,0.5
23.4,32.6,80.0,6313,0.45,0.48
-0.6,26.7,99.8,6314,0.44,0.49
13.7,35.0,71.3,6315,0.45,0.55
-19.2,27.7,114.8,6316,0.44,0.48
-0.2,32.3,91.1,6317,0.44,0.59
26.6,22.3,58.8,6318,0.44,0.48
27.2,26.4,69.8,6319,0.44,0.48
56.5,35.1,34.1,6320,0.44,0.54
56.6,14.9,14.9,6321,0.44,0.49
64.8,28.8,28.6,6322,0.44,0.48
-20.9,84.6,23.7,6323,0.45,0.57
60.8,31.2,18.2,6324,0.44,0.48
64.4,21.2,23.1,6325,0.44,0.5
70.6,14.5,-23.9,6326,0.44,0.81
30.2,33.4,62.6,6327,0.44,0.48
39.2,35.8,41.4,6328,0.44,0.48
20.6,23.3,63.1,6329,0.44,0.5
16.0,30.1,87.6,6330,0.58,0.48
4.9,23.8,76.3,6331,0.45,0.49
21.7,22.5,51.5,6332,0.44,0.49
36.9,24.9,40.5,6333,0.44,0.51
65.2,20.9,16.9,6334,0.44,0.49
61.7,17.9,3.0,6335,0.44,0.71
-23.7,29.9,114.1,6336,0.44,0.48
63.3,25.3,14.6,6337,0.44,0.53
26.5,30.5,72.8,6338,0.45,0.48
17.3,23.6,50.6,6339,0.44,0.48
29.1,34.4,72.3,6340,0.44,0.48
30.0,16.2,26.1,6341,0.44,0.59
116.6,-32.3,-45.5,6342,0.44,0.49
79.5,36.9,12.0,6343,0.45,0.48
36.3,23.8,68.1,6344,0.49,0.5
6.4,17.8,77.4,6345,0.44,0.57
80.7,23.6,-13.0,6346,0.44,0.56
78.6,102.1,-30.9,6347,0.74,0.48
39.2,27.3,26.8,6348,0.44,0.48
51.9,13.5,6.4,6349,0.44,0.52
27.7,9.7,26.7,6350,0.44,0.74
75.7,20.4,-13.5,6351,0.44,0.77
63.4,10.3,-16.3,6352,0.44,0.76
7.1,29.7,66.3,6353,0.44,0.48
41.8,38.0,62.3,6354,0.45,0.56
51.0,23.4,10.8,6355,0.44,0.74
-5.5,24.0,79.5,6356,0.44,0.72
40.5,27.3,51.5,6357,0.45,0.49
19.5,29.4,77.6,6358,0.44,0.48
27.9,15.1,51.4,6359,0.44,0.51
22.6,28.3,78.1,6360,0.45,0.5
49.2,27.7,51.2,6361,0.48,0.5
56.4,18.5,20.3,6362,0.44,0.55
93.9,6.8,-41.1,6363,0.64,0.65
57.6,18.2,-4.1,6364,0.44,0.55
3.1,42.2,91.4,6365,0.44,0.51
83.6,27.4,0.9,6366,0.44,0.48
33.8,22.1,46.9,6367,0.44,0.7
64.2,33.6,34.6,6368,0.44,0.5
-0.7,22.7,92.9,6369,0.44,0.66
-11.9,10.8,84.5,6370,0.63,0.72
54.9,26.0,41.5,6371,0.44,0.48
-7.4,26.2,96.4,6372,0.44,0.49
19.3,23.0,63.1,6373,0.44,0.75
-12.7,20.5,99.9,6374,0.44,0.66
76.9,95.5,-22.8,6375,0.61,0.48
62.3,26.3,28.5,6376,0.44,0.5
26.3,14.6,33.8,6377,0.44,0.73
71.0,23.4,11.2,6378,0.44,0.5
31.9,24.2,55.3,6379,0.44,0.48
42.8,35.3,58.2,6380,0.46,0.49
58.1,6.6,-9.3,6381,0.44,0.7
34.0,12.3,42.2,6382,0.44,0.6
-42.6,63.0,51.0,6383,0.44,0.66
63.3,33.7,35.6,6384,0.44,0.5
87.4,16.5,-24.1,6385,0.44,0.76
73.3,47.4,-30.6,6386,0.44,0.69
-45.5,42.5,114.1,6387,0.45,0.5
37.8,37.7,32.4,6388,0.45,0.48
12.2,18.3,50.9,6389,0.44,0.48
70.0,49.9,8.7,6390,0.48,0.62
33.0,23.6,30.0,6391,0.44,0.5
22.9,32.3,64.7,6392,0.45,0.48
80.6,89.2,-30.7,6393,0.64,0.48
-9.8,16.3,90.2,6394,0.44,0.7
21.3,26.5,79.7,6395,0.45,0.48
53.9,13.5,-4.8,6396,0.44,0.51
-0.5,24.7,94.3,6397,0.44,0.53
-50.4,56.5,101.8,6398,0.44,0.65
25.0,33.6,70.7,6399,0.45,0.48
13.4,26.7,70.8,6400,0.44,0.48
79.3,31.9,2.2,6401,0.46,0.48
-5.1,16.3,62.3,6402,0.44,0.48
59.3,20.2,24.0,6403,0.44,0.69
66.8,30.5,9.3,6404,0.44,0.48
88.1,28.5,-21.9,6405,0.44,0.66
22.0,15.8,54.8,6406,0.44,0.71
63.7,27.6,22.8,6407,0.44,0.48
11.1,42.4,101.9,6408,0.45,0.5
15.4,28.4,73.8,6409,0.44,0.48
19.1,25.0,68.5,6410,0.45,0.48
-15.5,21.1,92.8,6411,0.44,0.64
55.6,34.1,26.8,6412,0.62,0.48
73.4,29.6,6.1,6413,0.44,0.57
33.8,17.7,33.9,6414,0.44,0.68
28.3,25.0,62.4,6415,0.44,0.48
85.2,37.5,-8.2,6416,0.5,0.5
10.3,21.6,79.4,6417,0.44,0.49
-32.1,20.7,110.1,6418,0.44,0.48
-18.7,29.2,84.8,6419,0.45,0.54
71.8,25.8,-33.0,6420,0.44,0.75
64.8,37.3,26.4,6421,0.45,0.51
14.9,26.3,74.3,6422,0.45,0.48
67.4,48.9,6.2,6423,0.6,0.5
21.4,49.9,38.6,6424,0.68,0.48
128.4,-44.6,-38.8,6425,0.44,0.48
79.4,20.0,-13.8,6426,0.44,0.62
8.6,18.7,67.7,6427,0.44,0.51
40.1,25.6,54.7,6428,0.44,0.48
42.3,21.6,33.3,6429,0.44,0.5
29.7,37.3,65.3,6430,0.45,0.48
82.4,24.4,-0.0,6431,0.44,0.5
39.8,20.9,37.3,6432,0.44,0.5
14.6,34.2,72.0,6433,0.49,0.48
-40.7,56.6,93.0,6434,0.44,0.66
-2.2,34.2,87.0,6435,0.44,0.48
100.4,20.3,-43.8,6436,0.46,0.7
92.0,36.7,-5.2,6437,0.44,0.48
71.2,23.0,10.0,6438,0.44,0.5
49.4,27.4,40.4,6439,0.44,0.55
30.0,16.4,54.0,6440,0.44,0.52
-4.2,27.8,95.8,6441,0.44,0.51
68.5,21.7,18.2,6442,0.44,0.54
-18.5,28.2,114.8,6443,0.44,0.63
11.1,39.6,98.3,6444,0.45,0.52
80.0,55.4,-1.9,6445,0.73,0.51
32.8,16.4,46.7,6446,0.44,0.48
11.0,32.0,93.0,6447,0.45,0.48
35.3,25.2,61.9,6448,0.44,0.48
91.5,20.1,-44.6,6449,0.46,0.54
79.0,23.3,1.6,6450,0.44,0.49
57.6,15.3,21.0,6451,0.44,0.56
-13.7,33.7,113.0,6452,0.44,0.64
68.5,42.1,16.1,6453,0.44,0.48
9.3,28.7,73.8,6454,0.44,0.65
38.6,20.7,27.9,6455,0.44,0.59
51.9,24.6,25.7,6456,0.44,0.7
40.7,27.7,56.5,6457,0.48,0.5
-36.4,124.1,-62.6,6458,0.45,0.49
9.2,34.2,77.7,6459,0.45,0.48
76.2,19.9,-20.4,6460,0.44,0.69
27.3,35.7,69.9,6461,0.45,0.48
89.5,38.6,-5.8,6462,0.44,0.49
68.4,16.3,-10.8,6463,0.44,0.72
55.9,17.9,-4.2,6464,0.44,0.51
42.1,15.4,36.4,6465,0.44,0.53
51.0,20.0,28.8,6466,0.44,0.49
91.9,31.3,-12.7,6467,0.45,0.48
8.4,26.8,96.7,6468,0.44,0.63
65.3,23.9,11.5,6469,0.44,0.69
-12.1,26.4,68.6,6470,0.44,0.5
-7.7,21.3,74.0,6471,0.45,0.63
60.3,21.4,-1.1,6472,0.44,0.48
-15.3,32.7,118.1,6473,0.44,0.49
84.1,14.1,-32.2,6474,0.44,0.76
-4.9,16.2,80.4,6475,0.44,0.67
19.4,27.4,74.6,6476,0.6,0.56
38.7,38.4,31.0,6477,0.45,0.48
38.3,27.8,54.5,6478,0.44,0.48
21.1,24.5,47.4,6479,0.44,0.49
57.3,16.7,8.1,6480,0.44,0.62
47.4,15.1,25.1,6481,0.44,0.48
-34.6,129.9,-66.4,6482,0.46,0.48
55.2,21.9,25.6,6483,0.44,0.63
17.7,28.0,84.3,6484,0.45,0.49
86.2,27.4,-27.2,6485,0.44,0.61
-37.0,38.9,137.2,6486,0.44,0.49
63.1,18.8,12.8,6487,0.44,0.66
36.7,36.9,34.3,6488,0.44,0.63
-30.4,36.0,111.7,6489,0.44,0.49
14.9,13.3,62.3,6490,0.44,0.68
0.7,21.0,84.6,6491,0.44,0.5
-42.6,22.9,122.9,6492,0.48,0.5
21.5,30.2,76.6,6493,0.45,0.48
6.3,29.7,65.4,6494,0.44,0.67
45.2,19.0,38.6,6495,0.44,0.63
55.4,17.9,6.7,6496,0.44,0.76
35.6,21.1,22.4,6497,0.44,0.49
35.8,19.0,56.7,6498,0.44,0.58
63.8,14.6,-5.7,6499,0.44,0.6
52.6,33.2,42.1,6500,0.46,0.48
102.4,8.9,-50.3,6501,0.45,0.81
-8.0,37.0,106.1,6502,0.45,0.49
18.3,29.1,83.8,6503,0.6,0.48
24.6,23.0,72.3,6504,0.44,0.5
-63.3,-26.7,103.8,6505,0.51,0.48
-40.1,72.9,77.0,6506,0.44,0.65
60.2,19.2,18.5,6507,0.44,0.51
7.1,22.5,79.3,6508,0.45,0.7
11.0,19.8,79.3,6509,0.65,0.65
76.1,28.6,10.6,6510,0.44,0.5
55.9,22.2,11.3,6511,0.44,0.49
56.9,34.4,49.8,6512,0.44,0.48
20.8,12.9,50.0,6513,0.44,0.57
84.7,12.7,-25.9,6514,0.44,0.68
59.6,25.0,9.7,6515,0.44,0.48
-25.9,14.9,71.1,6516,0.44,0.53
28.7,16.0,34.5,6517,0.44,0.72
-22.5,32.5,109.2,6518,0.71,0.68
22.8,21.1,64.6,6519,0.44,0.5
13.8,29.3,82.2,6520,0.44,0.49
42.0,24.7,22.1,6521,0.44,0.49
65.1,19.3,9.2,6522,0.44,0.71
52.2,31.9,36.9,6523,0.46,0.5
61.6,57.2,-5.5,6524,0.71,0.48
40.2,12.1,32.7,6525,0.44,0.49
-6.7,33.1,93.2,6526,0.44,0.48
45.1,12.4,28.5,6527,0.44,0.75
10.8,24.8,59.9,6528,0.45,0.51
58.8,14.1,8.4,6529,0.44,0.75
-1.7,24.3,81.8,6530,0.46,0.48
31.7,28.7,55.1,6531,0.44,0.48
13.4,28.6,86.4,6532,0.45,0.48
4.7,15.1,78.4,6533,0.44,0.63
14.4,28.0,86.0,6534,0.6,0.61
6.3,24.7,64.4,6535,0.45,0.59
-12.5,27.5,107.7,6536,0.44,0.49
3.7,45.9,65.9,6537,0.44,0.49
8.9,35.4,90.6,6538,0.45,0.5
-34.6,68.8,71.7,6539,0.44,0.66
4.4,123.1,-2.7,6540,0.44,0.48
53.7,11.9,15.4,6541,0.44,0.49
5.5,6.8,41.8,6542,0.44,0.52
8.8,27.1,85.4,6543,0.44,0.49
42.9,20.1,30.0,6544,0.44,0.72
26.5,23.6,58.8,6545,0.44,0.49
42.0,33.4,31.8,6546,0.45,0.48
-6.5,17.8,81.4,6547,0.44,0.66
42.0,19.0,37.6,6548,0.44,0.58
12.8,24.2,53.8,6549,0.44,0.55
43.1,26.3,38.1,6550,0.44,0.49
76.8,84.8,-14.3,6551,0.59,0.49
48.2,27.3,48.9,6552,0.44,0.49
36.2,28.7,57.0,6553,0.46,0.48
55.3,14.0,17.5,6554,0.44,0.49
45.8,22.2,15.1,6555,0.44,0.71
23.5,27.6,39.8,6556,0.44,0.57
50.8,20.4,0.5,6557,0.44,0.62
-29.6,29.6,113.0,6558,0.44,0.59
57.4,24.7,14.7,6559,0.44,0.49
-20.2,34.1,111.5,6560,0.44,0.49
76.1,22.2,-2.0,6561,0.44,0.5
61.6,14.6,-23.4,6562,0.44,0.81
65.4,15.0,-3.5,6563,0.44,0.49
66.4,18.9,4.1,6564,0.44,0.59
69.8,21.4,0.7,6565,0.44,0.75
28.3,20.1,47.8,6566,0.44,0.5
63.5,22.1,-15.5,6567,0.44,0.59
-13.9,35.8,105.5,6568,0.44,0.49
50.6,33.7,26.4,6569,0.44,0.68
-9.2,31.6,98.1,6570,0.5,0.48
24.8,31.8,60.7,6571,0.45,0.58
20.8,18.5,62.7,6572,0.44,0.49
59.1,23.3,32.1,6573,0.44,0.63
84.9,23.2,-33.0,6574,0.44,0.69
85.7,72.0,-37.4,6575,0.65,0.48
-20.1,24.7,102.5,6576,0.67,0.66
20.4,21.3,63.8,6577,0.44,0.48
44.7,36.4,44.6,6578,0.44,0.48
19.3,27.0,76.6,6579,0.45,0.5
-41.7,32.0,49.3,6580,0.53,0.49
25.9,26.2,69.4,6581,0.44,0.49
17.8,21.2,72.3,6582,0.62,0.62
36.1,28.7,67.1,6583,0.48,0.49
37.8,15.9,26.6,6584,0.44,0.48
60.8,13.9,1.2,6585,0.44,0.83
21.0,17.8,57.1,6586,0.44,0.71
30.3,29.1,58.6,6587,0.45,0.49
127.1,-46.0,-45.0,6588,0.44,0.48
6.2,23.4,69.3,6589,0.45,0.5
-12.5,33.2,108.3,6590,0.44,0.5
13.1,29.3,66.9,6591,0.45,0.51
17.3,22.8,53.8,6592,0.45,0.67
53.2,26.4,41.3,6593,0.44,0.48
30.4,31.6,68.0,6594,0.45,0.48
26.1,35.7,71.6,6595,0.45,0.63
53.9,58.0,21.6,6596,0.51,0.48
51.8,37.6,46.7,6597,0.46,0.49
29.8,31.8,68.6,6598,0.45,0.48
39.1,16.2,10.1,6599,0.44,0.48
41.2,30.8,38.5,6600,0.44,0.48
52.7,17.9,-0.6,6601,0.44,0.48
65.1,14.2,-10.3,6602,0.44,0.74
47.2,29.9,39.4,6603,0.44,0.48
-4.2,15.6,82.7,6604,0.44,0.68
64.0,25.8,22.5,6605,0.44,0.71
67.8,24.4,2.0,6606,0.44,0.48
25.1,28.6,61.9,6607,0.44,0.48
64.9,13.0,-10.9,6608,0.44,0.76
34.2,33.5,49.4,6609,0.44,0.48
-23.4,73.0,61.5,6610,0.45,0.53
70.0,24.9,8.7,6611,0.44,0.7
61.2,29.1,30.0,6612,0.44,0.62
-4.2,18.7,90.5,6613,0.44,0.48
-11.3,13.7,67.7,6614,0.44,0.64
83.7,40.8,-31.3,6615,0.44,0.65
92.7,39.6,-4.7,6616,0.44,0.48
49.3,12.1,7.1,6617,0.44,0.5
